unique_id,journal_name,special_issue,key_topics
2017-2169-art-and,The Langston Hughes Review,True,"Jazz poetry recordings, Blues aesthetics, Jesse B. Semple vis-à-vis Baraka’s aesthetics, Representations of gender and sexuality, Hughes and Baraka as cultural philosophers, Comparative approaches to popular culture"
2017-2176-call-for,Theoretical Studies in Literature and Art,False,"literary theory, critical theory, aesthetics, philosophy of art, cultural studies"
2017-2175-call-for,CEA Critic,False,"Literature, Pedagogy, Rhetoric and Composition, Women’s, Gender, and Sexuality Studies, Ethnic Studies, Creative writing, Popular culture, Film studies, Digital writing and multimedia composition, Technical communication, ESL"
2017-2156-metacritic-journal,Metacritic Journal for Comparative Studies and Theory,False,"comparative studies, digital and posthuman studies, cultural studies, social studies, gender studies, queer theory, media studies, film studies, interactive art, multimedia studies, augmented performance art, literary and cultural theory, literary studies"
2017-2153-sahitya-clai,Sāhitya,False,"Comparative Literature, holistic approach to literature, inclusive approach to literature, culture, influence, reception, impact"
2017-2146-extended-deadline,Iowa Journal of Cultural Studies,True,"transitions, transgressions, cultural studies, film studies, literary studies, political theory, law and legal theory, studies of colonialism, studies of nationalism, post-humanism, religious studies, economics, visual arts, communication and media studies, theater and performance, popular culture"
2017-2121-special-issue,African American Review,True,"Percival Everett, fiction, poetry, visual art, Western, novelists, poets, painters"
2017-2116-the-minerva,"Romantic Textualities: Literature and Print Culture, 1780-1840",True,"Minerva Press, Romantic-era literary marketplace, publishing, dissemination, novels, Minerva Library, circulating libraries, popular literature"
2017-2108-reminder-special,The Space Between,True,"Dada, Surrealism, American culture, Visual Arts, Architecture, Photography, Film, Advertising, Theatre, Collectors, Dealers, Small magazines, Journals, Writing, Poetry, Criticism, Critical theory"
2017-2071-the-actressmanager,Nineteenth Century Theatre and Film,True,"actress-managers, early film, theatrical culture, stage and screen"
2017-2068-medicine-andin,Critical Stages/Scènes Critiques,True,"medicine, theatre, performance, illness, health, body"
2017-2065-negotiations-x,Negotiations,True,"poetry in English, poetry and ideology, cultural identity, poetics and politics of translation, self in poetry, poetry in history, philosophy of poetry"
2017-2064-call-for,Papers on Language and Literature,True,"Digital Humanities, Film, Literary Translation, Print Culture"
2017-2038-deadline-extension,Horror Studies,True,"online horror, narrative networks, digital media, horror communities, digital archives"
2017-2037-thinking-the,New Global Studies,True,"literature, global, planetary, world literature, literary theory, literary movements, cultural norms"
2017-2042-call-for,Resources for American Literary Study,False,"archival study, bibliographical analysis, American literature"
2017-2029-global-east,Studies in the Humanities,True,"global East Asian cinema, abjection, agency, globalization, migration, precarious life, catastrophes"
2017-2027-ogom-supernatural,"Open Graves, Open Minds",True,"supernatural city, urban weird, English eerie, folk horror, magical cities, urban fantasy, gothic architecture, paranormal romance"
2017-2014-the-underground,LISA e-journal,True,"Underground Railroad, slavery, abolitionism, history, memorialization, literature, arts, historiography, transnationalism"
2017-2006-cfp-the,Euroacademia Global Forum of Critical Studies,False,"critical thinking, theory, philosophy, politics, cultural studies, political economy, arts, literature, film, performance studies"
2017-1994-the-coarseness,Brontë Studies,True,"Brontë family, coarseness, gender, sexuality, race, class, Victorian literature"
2017-2000-graphic-novels,College English Association,False,"graphic novels, literary analysis, teaching, pedagogy, human condition"
2017-1983-special-issue,Adaptation,True,"history of adaptations, adapting history, biopics and adaptations, adaptation as historical appropriation, adaptations and period drama, heritage adaptations"
2017-1982-s-t,The Anachronist,True,"S. T. Coleridge, Biographia Literaria, English and American literature"
2017-1979-extended-deadline,Pivot: A Journal of Interdisciplinary Studies & Thought,True,"Anthropocene, ecocriticism, indigeneity, imperialism, colonialism, systemic inequality"
2017-1978-trumpera-horror,Routledge,True,"film, politics, American culture, horror films, Trump era"
2017-1973-an-invitation,Persian Literary Studies Journal,False,"literary, artistic, cultural issues"
2017-1964-oil-and,Media Tropes,True,"Oil, energy, cultural studies, mobility studies, gender studies, sexuality studies, energy humanities, technoculture studies, petroculture studies, environmental studies"
2017-1962-call-for,MASKA journal,True,"migration, nomadism, life in motion"
2017-1960-call-for,Watchung Review,False,"rhetoric, composition, digital humanities, literary writing, research"
2017-1950-ab-autobiography,a/b: Auto/Biography Studies,True,"Trans Narratives, trans pedagogies, trans as creative practice, life writing, trans religion, violence and trauma, therapeutic studies, transmedia theory, translation of languages, theories, media expressions, transnational or diaspora, transmedia, audiences and consumption, movement between places, identities, cultures, everyday life, reproduction"
2017-1949-cfp-miseenscene,Mise-en-scène: The Journal of Film & Visual Narration,False,"Cinematic aestheticism, Film spectatorship, Frame narratology, Auteur theory, Mise-en-scène across the disciplines, Pedagogical approaches to film and media studies, Film/video as a branch of digital humanities research, Adaptation studies, Genre studies, Transmedia, Fandom studies, Seriality"
2017-1948-cfp-special,Religions,True,"women in Buddhism, women's ordination, landscape of Buddhism, practitioners, lay, monastic, scholars"
2017-1943-new-journal,Early Middle English,False,"linguistic change, literary experimentation, material experimentation, emerging genres, multilingual interaction, historical situation, global situation, literature of England, production ca. 1100-1350"
2017-1941-disclosure-vol,disClosure: A Journal of Social Theory,True,"Archives in practice, Bodies in archives / bodies as archives, Participatory approaches to archives, Community archives, Archival methodology, Digital archives, Memory and archives, Rhetoric of the archive, Literary archives, Art and archive, Archives and (post-)colonialism, Race, culture, and archives, Silence and speaking / absence and presence, Hauntings, Queer and queering archives, Affect and archives, The future of archives"
2017-1938-special-issue,"Clio: A Journal of Literature, History, and the Philosophy of History",True,"Satire, Parody, Complaint, Allegory, Romans à clef, Polemical works of fiction, Performance art"
2017-1895-dialogic-the,"Dialogic: The Journal of the Department of English, Raiganj University",False,"literature in English, movies"
2017-1889-bold-women,Etropic,True,"colonial, postcolonial, neo-colonial, neo-liberal effects of the economy, gender, race, class, ability, sexuality, oppression, globalisation on women, agency, gender bias, representation of diverse women, women's stories, women and the environment, feminisms"
2017-1885-jazz-television,Jazz Research Journal,True,"jazz, television, jazz television, television production, jazz composition, performance, streaming, VR"
2017-1883-call-for,"Culture, Theory and Critique",False,"critical theories, humanities, social sciences"
2017-1879-east-west,East – West Cultural Passage,False,"language, literature, culture, civilization, religion"
2017-1878-the-intermedia,"Restoration: Studies in English Literary Culture, 1660-1700",True,"art history, musicology, literary study, seventeenth-century baroque, histories of religion, politics, transnational histories of slavery, colonization, Restoration aesthetics, media cultures"
2017-1861-identity-ontology,"Journal of Identity, Ontology, and Existences",False,"Digital media, digital culture, phenomenology, nature, digital age, Hyperobjects"
2017-1854-shakespeare-traffics,Kritika Kultura,True,"Shakespeare, mobility, immobility, trade, enterprise, translation, exchange"
2017-1852-reminder-refocus,ReFocus,False,"feature films, collaboration, commercials, music videos, shorts, television, American identity, popular culture, Technology, Cognitive approaches, Darwinist approaches, Feminist approaches, Industry, Hollywood, Genre, Trauma, Humor studies, Affect, Jonze as producer, Jonze and music, film philosophy"
2017-1839-cfplate-medieval,Religions,True,"Late medieval Christianity, heresy, religious practices, religious cultures, heterodoxy, orthodoxy, canon law, lollards, Wycliffites, Hussites, Cathars, Waldensians, heresy of the Free Spirit, reform, reformation"
2017-1838-theoretical-approaches,Marvell Studies,False,"Andrew Marvell, eco-criticism, queer theory, disability studies, political theory, politics, futurity, nature, life"
2017-1833-special-issue,Journal of Science Fiction,True,"Afrofuturism, science fiction, speculative fiction, blackness"
2017-1818-native-american,Transmotion,True,"Native American Narratives, global context, comparative, transnational perspectives"
2017-1817-special-edition,Mai: Journal of Feminism and Visual Culture,True,"Feminist perspectives, Queer Perspectives, Sex, Contemporary Film, TV"
2017-1822-authoritarianism-in,Voyages: Journal of Contemporary Humanism,False,"authoritarianism, humanism, contemporary culture"
2017-1821-global-ecologicalenvironmental,Localities,False,"global ecological challenges, environmental challenges, local responses"
2017-1812-manuscript-aesthetics,Chaucer Review,True,"text, paratext, medieval manuscript, form, aesthetics, materiality, textual criticism, editorial practices"
2017-1811-travel-writing,Coldnoon: International Journal of Travel Writing & Travelling Cultures,False,"city life, urban nostalgia, city descriptions, culinary cultures, urban histories, local legends, city dwellers, architecture, travelling, walking, transportation, historical representations, cinematic representations, television representations, photographic representations, iconic places, illustrious personages, political implications, geopolitical implications, socioeconomic implications, cultures, geographies, economies, realities, fictions, cities influence fictional representations, evolutionary mechanisms, space travels, explorations, immigrants, diaspora, city bazaars, seasonal transitions, political transitions, historical transitions, cultural transitions, demographic transitions"
2017-1802-special-issue,Transformative Works and Cultures,True,"fannish practices of audience members of color, fans of color, media texts primarily featuring people of color, fans, stans, stanning, stars of color, characters of color, racially problematic texts, racist texts, white savior texts, whitewashing, racebending, diversity in awards shows, black girl nerds, blerds, fans of color in diaspora, transnational audience communities, fansubs, transformative practices, language, nationality, mixed-race characters, racially ambiguous characters, ships of color, slash, fan fiction, fan art, interracial ships, brotps, BFFs, race and gender, race and sexuality, race and class, race and nationality, race and religion"
2017-1801-cinematic-literary,Pennsylvania Literary Journal,False,"literary theory, fiction stories, poetry, creative works, non-fiction works, critical essays, book reviews"
2017-1794-foundation-essay,Foundation,False,"science fiction, academic study"
2017-1791-new-criteria,Ticontre,False,"literary critics, textual analysis, history of literature, theory of literature, comparative literature, translation studies"
2017-1789-addressing-extremisms,"Ikhtilaf, The Journal of Critical Humanities and Social Studies",False,"extremisms, terror, critical humanities, ethical turn, critical turn, decolonial studies, postcolonial studies, post-development studies, xenophobia, Islamophobia, anti-Semitism, political-religious extremism, alternative narratives, resistant narratives, counter-hegemonic narratives, grassroots movements, social movements"
2017-1784-call-for,International Journal of Advances in Engineering & Technology (IJAET),False,"Engineering, Technology"
2017-1779-theoretical-studies,Theoretical Studies in Literature and Art,False,"literary theory, critical theory, aesthetics, philosophy of art, cultural studies"
2017-1771-the-art,"The Art of Artertainment: Nobrow, American Style",True,"American culture, literature, television, cinema, music, painting, material culture, photography, theater, highbrow, lowbrow, aesthetics, history, sociology, anthropology, art history, communications, digital culture"
2017-1770-cfp-interactions,Interactions,False,"British Language, American Language, Literature, Culture, Translation Studies"
2017-1768-trajectories-travel,T(r)OPICS,True,"Travel, Migration, Exile, Literature, Arts, Cultural Studies, Language learning, Linguistics, Anthropology, Sociology"
2017-1765-mothers-who,Demeter Press,True,"Maternal murderers, infanticide, historical accounts, maternal serial killers, mental illness and mothers who kill, documentary and true crime accounts, the maternal body and infanticide, miscarriages of justice, creative and artistic representations, child murder"
2017-1761-transpacific-currents,American Music,True,"Asian-Pacific music, musicians within the Americas, music, musicians of the Americas in the Asia-Pacific region"
2017-1758-call-for,"The Nautilus: A Maritime Journal of Literature, History, and Culture",False,"Maritime literature, maritime history, maritime culture"
2017-1749-breath-image,New Review of Film and Television Studies,True,"breath, image, sound, media, phenomenology, affect, genre, viscerality, intimacy, radical freedom, violence, race, gender, sexual orientation, disability, citizenship, environment, emotion, dialogue, gestures, actions"
2017-1751-call-for,Computers and Composition,True,"Digital Technologies, Bodies, Embodiments, rhetoric, composition, writing, feminism, post-colonial theory, queer theory, critical race theory, digital humanities, digital media, digital studies, disability studies, visual culture, social justice, professional and technical communication and writing"
2017-1743-call-for,The Iowa Journal of Cultural Studies,True,"transitions, transgressions, cultural studies, film and literary studies, political theory, law and legal theory, studies of colonialism and nationalism, post-humanism, religious studies, economics, visual arts, communication and media studies, theater and performance, popular culture"
2017-1742-special-issue,Journal of Commonwealth and Postcolonial Studies,True,"post-colonial nostalgia, empire, politics, history"
2017-1738-extension-forgery,Victorian Network,True,"Forgery, Imitation, Victorian literature, Victorian culture, Fakery and cultural identity, Artistic reproduction, Originality, Plagiarism, Neo-Victorian writing, Fan cultures"
2017-1734-special-issue,The Midwest Quarterly,True,"Diversity, Teaching, Power, Privilege, Difference, Identity politics, Race, Gender, Sex, Sexuality, National origin, Tolerance"
2017-1714-anemoi-undergraduate,Anemoi,False,"Classics, Early modern studies, Music, History, Theology, Literature, Drama, Philosophy, Art, Language, Economics"
2017-1700-moderating-cfp,Journal for the Study of Radicalism,True,"Psychedelics, Countercultural movements, Timothy Leary, Terence McKenna"
2017-1699-cfp-sum18,Scholarship and Practice of Undergraduate Research,True,"Undergraduate research, Equity, Inclusion, First-generation students, Low-income students, Mentoring, Summer bridge programs, Dual enrollment, Transfer students"
2017-1712-reminder-cfp,Science Fiction Studies,True,"Mary Shelley, Frankenstein, Adaptations, Aesthetics, Animal Studies, Culture of 1818 & 2018, Digital Humanities, Digital Media, Disability Studies, Feminisms, GeoHumanities, Globalization, Gothic, Immigration, Intertextuality, Medical Humanities, Neuroscience, Philosophy, Poetry, Popular Culture, Romanticism, Science and Technology, Visual Culture"
2017-1701-organic-machinesengineered,Interdisciplinary Humanities,True,"Transhumanism, Singularity, Bio-engineered human/machine interface, Identity, Pedagogy, Humanity, Class structure, Literature, Diversity"
2017-1704-reminder-cfp,Postcolonial Interventions,False,"Neo-liberal capitalism, Postcolonial state, Subaltern resistances, Legacy of 1917, Ethnocentric nationalism, Religious fundamentalism, Alternate modernities, Globalectics, Postcolonial cyberture"
2017-1694-writing-hong,Cha: An Asian Literary Journal,True,"Hong Kong, poetry, fiction, creative non-fiction, art, book reviews"
2017-1692-postgraduate-english,Postgraduate English Journal,False,"literary research, book reviews"
2017-1680-bfs-journal,BFS Journal,False,"fantasy, horror, science fiction"
2017-1679-transmigration-corporal,Animal de fondo,False,"Latin American theory, Peninsular theory, literary criticism, creative writing, literary pieces, book reviews, film reviews, transnational migration, migration of transgendered bodies, politically forced migrations"
2017-1675-cluster-of,Yearbook of Langland Studies,True,"personification, Piers Plowman"
2017-1674-to-john,American Notes and Queries,True,"John Webster, theatre, disobedience, damnation, socially marginal characters, villains, malcontents, prostitutes, Jacobean violence, social drama, social reform, new tragedy"
2017-1663-bodies-on,gender forum,False,"gender, disability, intersectionality, literary representations, visual representations, life writing, life narrative, theatre productions, performance art, bionics, prosthetics, human enhancement technologies, eugenic practices, right wing populism, border policies, welfare cuts, protest, activism, equal rights movements, new materialism, posthumanism, ecocentrism, animal studies, grievablility, ethics of care, vulnerability"
2017-1659-last-reminder,Sinestesieonline,False,"theatre, performing arts"
2017-1657-english-postgraduate,English: the Journal of the English Association,False,Anglophone literature
2017-1654-call-for,Journal of Science Fiction and Philosophy,False,"philosophy, science fiction, personhood, ethics, genetic technologies, morality, identity, rationality, human rights"
2017-1653-call-for,Journal of Veterans Studies,False,"veterans studies, combat exposure, reintegration challenges, military veterans, families"
2017-1647-gendered-bodies,Clcweb: Comparative Literature and Culture,True,"vulnerability, resistance, resilience, gendered bodies, Anglophone literatures, Anglophone cultures, historical violence, racial violence, medical violence, neo-liberal violence, traumatic experiences, marginalized gender identities, gender violence, transnational solidarity"
2017-1642-call-for,Romanian Review of Eurasian Studies,False,"history, archaeology, cultural studies, international relations, political science, european studies, security studies, eurasian space"
2017-1638-the-unique,Wolfenbütteler Notizen zur Buchgeschichte,True,"extra-illustration, grangerising, book history, print culture, visual culture studies, word and image theory"
2017-1629-fictions-of,Papers on Language and Literature,True,"self-reflexive texts, world literature, translation, publication, reception, global, meta-fiction"
2017-1624-call-for,Localities,False,"locality, translocality, globalization, ecological challenges, environmental challenges, local responses"
2017-1621-global-ecologicalenvironmental,Localities,False,"locality, translocality, globalization, ecological challenges, environmental challenges, local responses"
2017-1618-call-for,Localities,False,"locality, translocality, globalization, ecological challenges, environmental challenges, local responses"
2017-1613-neovictorian-series,Brill/Rodopi’s Neo-Victorian Series,False,"Neo-Victorian Ecologies, Environmental Ethics, Neo-Victorian Cosmopolitanism, Neo-Victorian Postcolonialities, Neo-Victorian Journeys, Travels, Neo-Victorian Geographies, Neo-Victorian World-Building, Neo-Victorian Animals, Human-Animal Relations, Neo-Victorian Mad Doctors, Asylums, Insanities, Neo-Victorian Law, Justice, Punishment, Neo-Victorian Exoticism, Neo-Victorian Steampunk, Neo-Victorian Slavery Narratives, Neo-Victorian Fantasy, The Neo-Victorian Western, The Neo-Victorian Romance, Neo-Victorian Horror, Neo-Victorian Survival Narratives, Neo-Victorian Alternative Histories, Neo-Victorian Queer Histories, Neo-Victorian Emigration, Settler Narratives"
2017-1596-reminder-special,Horror Studies,True,"online horror, narrative networks, digital media, affective responses, digital archives, weird fiction"
2017-1599-2nd-cfp,Bezkresy kultury,False,"aesthetics, literature studies, religious studies, social studies, anthropology, media studies, art history, cultural studies, philosophy, archaeology, folklore, theology"
2017-1589-call-for,Journal of New Librarianship,False,"new generation of librarians, succession planning, generation gap, second-career librarians, public libraries, school libraries, academic librarianship, new technologies, educational frameworks, pedagogies"
2017-1576-special-issue,European Journal of American Culture,True,"horror, supernatural, gothic, fame, celebrity culture, American popular culture, intersectionality, imagery, representation, femininity, masculinity, sexuality, disability, ethnicity, class, age, colonisation, colonialism, immigration, Madness, Mad Politics, Emotion, Affect, Violence, Sexual Violence, Queer Bodies, Queer Identities, Queer Selves, American Institutions, Institutionalisation, Sex, Sexual Bodies, Sexual Pleasure, Sexual Desire, The American Family, Production, Editing, Soundtrack, Aesthetics, Audience Reception, Review, Fan Production"
2017-1575-critical-thinking,Double Helix: A Journal of Critical Thinking and Writing,False,"critical thinking, writing, pedagogical theory, classroom practice"
2017-1573-reportage-and,Modern Chinese Literature and Culture,True,"reportage narratives, nonfiction, documentary, cinéma vérité, direct cinema, visual arts, actuality, chronotopes, social satire, political affect, ideologies, language, poetry, migration, diaspora, environmental reportage, reportage photography, drawings, paintings, archives, comics, visual realism, online reportage, digital reportage"
2017-1572-edited-collection,Palgrave Macmillan Anthology,False,"Individual series, Programming choices/changes, Trends in programming, Inter/Intratextual references, CW branding, Advertising, Fan responses, Social media, ComicCon"
2017-1571-palgrave-macmillan,Palgrave Macmillan Anthology,False,"Analyses of individual Miller plays or sets of plays, Discussions of Miller’s essays and interviews about theatre, Discussions of Miller as a public intellectual and political activist, Analyses of Miller’s plays in relation to those of other dramatists, Analyses of Miller as a short-story writer and novelist, Personal reminiscences of Miller, Miller as a moral commentator on American values and culture, Discussions of Miller’s personal biography, Miller’s work and contemporary themes in American theatre, Changes in the style of performance of Miller’s plays, Miller’s work with set designers and directors"
2017-1570-estrema-interdisciplinary,estrema: Interdisciplinary Review for the Humanities,False,"Literature, Music, Cinema, Critical Theory, Visual arts"
2017-1566-cfp-la,La Deleuziana,True,"media studies, performance studies, philosophy, critical race studies, geography, psychoanalysis"
2017-1565-edited-volume,Edited Volume,False,"voice of the perpetrator of violence, Spanish American literature, violence, power, ideology, language"
2017-1560-from-secondhand,Czas Kultury,False,"thanatotourism, dark tourism, sites of memory, commodification of death, World War II, ethics of thanatotourism, imagined communities, Christian and pilgrimage traditions"
2017-1540-fashion-special,Australian Feminist Studies,True,"New political economies of fashion, Modest fashion, Rethinking production, Subcultural fashion, New dandyisms, Cultural appropriation, Fashion and new femininities, Feminist engagements with aesthetic  labour, Trans* fashion, Wearable technologies, Fashion house archives, Dress and memory, Sustainable fashion, post-consumer textile waste and environmental politics, Teen Vogue, Modelling, Fashion blogs, Fashion and feminist pedagogy, Fashion and the new feminist materialisms, Affect, Multi-platform fashion journalism, Luxury fashion, Vintage fashion, Online shopping, Fashion in film and music video"
2017-1538-cfp-symposium,University of Notre Dame’s London Global Gateway,False,"national cultures, television comedy, United States, Great Britain, Ireland, Australia, Canada, American humor, British humour"
2017-1543-transnational-romanticismfriendly,Peter Lang Publishing,False,"exile and displacement, historical or cultural moments of transition or crisis, translation, Goethe’s concept ofWeltliteratur, Romantic philosophy and nationalism, Romantic imagination and the modern world, social protest in Romantic drama and realist fiction, Romanticism and popular culture, Mary Shelley’sFrankensteinand the genre of science fiction"
2017-1525-cfp-international,International Journal of James Bond Studies,False,"James Bond novels, James Bond films, Music of James Bond, James Bond computer games, Television, Radio, Comic adaptations, James Bond parodies, James Bond spin-offs, James Bond merchandise, Cultural impact of James Bond, James Bond and spy fiction"
2017-1515-call-for,The Literary Encyclopedia,False,"Middle English literature, Medieval literature"
2017-1514-interstices-19,Interstices: Journal of Architecture and Related Arts,True,"Surface, Pattern, Ornament, Adornment, Cladding, Territory, Landscapes, Built assemblages, Interior surfaces, Décor, Furniture, Sculpture, Decorative arts"
2017-1502-open-cfpjournal,Intraspection,False,"Rhetoric, Cultural Studies, Communication, English Studies"
2017-1489-teaching-american,Teaching American Literature: A Journal of Theory and Practice,True,"American Literature, Teaching, Survey courses"
2017-1481-digital-english,Digital English: A Handbook for the 21st Century Classroom,False,"Creative e-tivities, Digital storytelling, Discussion boards, Webinars, Blogs, Quizzes, Wikis, Mobile technology, Databases, Graphs, Distant reading, Learning Management Systems, Online course design"
2017-1481-call-for,Theoretical Studies in Literature and Art,False,"literary theory, critical theory, aesthetics, philosophy of art, cultural studies"
2017-1477-screendance-through,International Journal of Screendance,True,"screendance, choreography, performance, film production, visual arts, sound, narrative"
2017-1476-cinema-journal,Cinema Journal,True,"comedy, humor, media, politics, social movements, satire"
2017-1466-debt-in,Literature Compass,True,"economics, humanities, debt, literature, film, philosophy, cultural studies"
2017-1458-serial-prestige,Serial Prestige,False,"episodic drama, serial drama, high culture, low culture, intertextuality, auteurism, remediation, commercial appeal, inclusiveness, diversity"
2017-1457-call-for,Textos Híbridos,False,"Latin American chronicle, U.S. Latinx chronicle"
2017-1445-final-reminder,Life Writing,True,"women, ageing, life writing, diaries, journals, memoirs, letters, autobiography, biography"
2017-1437-seeking-review,Canadian Review of American Studies,False,"American literature, American culture, American politics, cross-border themes, multicultural societies, US-Canada relations"
2017-1435-sic-a,"[sic] – a journal of literature, culture and literary translation",False,"literature, culture, literary translation"
2017-1433-wsq-protest,WSQ,True,"feminism, protest, gender, race, class, sexuality, social justice, politics, transnationalism"
2017-1432-new-directions,American Studies,True,"Black Western Studies, race, ethnicity, place/geography, 21st century Television and Film, Public Memorials, Museums, Historic Preservation, Photography, Visual Arts, Literatures, New Media, Music and Song, Theatre and Performance, Architecture and Built Environment, Graphic Novels and Comic Books, Gender and/or Sexuality, Urban and/or Rural Spaces"
2017-1428-platform-journal,Platform: Journal of Theatre and Performing Arts,False,"food, gastronomy, cooking, theatre, performance, playwriting, restaurants, dinner theatre, social media, immersive environments, new writing, dance, choreography, nutrition, diet, devising, theatre-making, taste, flavour, sensuality, senses, vegetarianism, veganism, protest, fusion, appropriation, scenography, representations, props, identity, economy, conviviality, affect, linguistics, gender, menus, ritual, religion, classics"
2017-1422-contending-with,InVisible Culture: An Electronic Jorunal for Visual Culture,False,"Visualizing/representing crisis, visual politics of crisis, Political representation and subjectivity in/of crisis, Uneven distribution of vulnerabilities along lines of race, gender, sexuality, Precarity, biopolitics and affective regimes of crisis and austerity, Activism, social movements, visual and performative protest repertoires, Creative responses to states of crisis, new modes of artistic production, aesthetics of resistance, Collaborative aesthetics and the commons, Material landscapes of crisis, crisis and urban space, austerity urbanism, Aesthetics of rupture, ruin, abandonment, Historiographies, afterlives of crises, Crisis genres"
2017-1414-bodiesborders-in,Bodies/Borders in Jewish Women’s Comics,False,"Intersectionality, Sexuality and gender, Illness-related narratives, Women’s bodies, Religious texts (Talmud, Torah etc), Mothers, Domesticity, Exile/diaspora, Superheroes and Villains, Workplace Narratives, War and Conflict"
2017-1406-fake-news,Journal of Media Watch,False,"Fake news/Neologism, Manufacturing  news, Agenda Setting and Framing, News casting/Lying press, Propaganda and News, Internet meme, Trolling/Disambiguation, Impersonating news, Internet/News manipulation, De-individuation/Ad-hominem"
2017-1392-paving-the,Aeternum: The Journal of Contemporary Gothic Studies,False,"Eighteenth century minds: historical and cognitive construction, Health, disease, disability and medicine in the eighteenth century, Seduction and sexual violence in the eighteenth century, Science, politics, religion and the gothic, Travel writing, grand tours and gothic geology: climate change, nature and environmentalism in the eighteenth century, Eighteenth century hybrids: generic mixes and monstrosity, Aestheticism and the (anti) aesthetic text: affect and sensibility, Enlightenment’s others and eighteenth century theories of the person, Mothers, motherhood, women’s bodies and female agency in eighteenth century gothic texts, Queerness, gender, sexuality and eighteenth century gothic, Reading and reciting in the eighteenth century: graveyard poetry and gothic verse, Letter culture, discursivity and manuscript culture in the eighteenth century, Booksellers, circulating libraries and literary salons of the eighteenth century: the private and public spheres converge, Reading eighteenth century letters in the digital age, Print culture, the periodical and book beauty, Women’s periodicals in the eighteenth century, Amateurism and theatricality, Art, design and architecture of the eighteenth century, Strawberry Hill and other eighteenth century gothic spaces, Antiquarianism and historiography in the eighteenth century, Walpole’s contemporaries and influences, Eighteenth century on film, Teaching the eighteenth century"
2017-1380-surveillance-as,Studies In Control Societies,True,"resisting surveillance, sousveillance, evasion of surveillant gazes, sabotage, privacy rights struggles"
2017-1365-international-and,Manisa Celal Bayar University Journal of Social Sciences,True,"environmental issues, Biology, Literature, Economy, Sociology, Philosophy"
2017-1359-the-social,"Culture, Theory and Critique",True,"corruption, Latin America, democracy, capitalism, neoliberalism, racial categories, stereotypes, academic activism"
2017-1334-revised-deadline,Synoptique,True,"cinema, media, digital revolution, analogue, spectator, cinephile, fan, amateur, professional, academic culture, participatory culture, local, global, audiovisual ecology"
2017-1301-arthurian-legend,Vernon Press,True,"Arthurian Legend, literature, film, television, popular culture, Arthurian characters, themes, motifs, plots"
2017-1273-mfs-special,MFS,True,"inter-imperiality, postcolonialism, globalization, literature, cultural studies, geopolitics"
2017-1277-fpc-13,FPC,True,"sentence, syntax, poetic form, prose, verse, poetry"
2017-1281-fpc-14,FPC,True,"erasure, poetry, poetics of erasure, rewriting, over-writing, found texts"
2017-1267-critical-interventions,Feral Feminisms,True,"rape culture, feminist interventions, sexual assault, activism, gender binary, masculinity, queerness, transness, race, racialization, whiteness, neoliberalism, colonialism, Marxism"
2017-1258-ireland-and,Interventions,True,"Ireland, South Africa, postcolonialism, modernism, nationalism, gender, migration, world literature, world systems theory"
2017-1246-studies-in,Studies in the Fantastic,False,"fantastic texts, social function, weird fiction, science fiction, speculative fiction, fantasy, video games, architecture, futurism, technocracy"
2017-1256-jewishness-and,The Journal of Jewish Identities,True,"Jewishness, postcoloniality, literature, culture, theory, minority, subaltern communities"
2017-1239-otherness-and,Otherness: Essays and Studies,True,"Otherness, transgression, fan studies, celebrity studies, social inclusion, social exclusion, identification, dissociation, uniformity, diversification"
2017-1234-poeticspraxis-x,Christianity & Literature,True,"Poetics, Christian practice, Tropes, Wordplay, Meter, Rhyme, Sonic recurrences, Graphic organization, Formal strategies, Liturgies, Architecture, Art, Music, Lexicons, Textualities, Doctrines"
2017-1219-media-and,Media and Communication,True,"Media, Culture"
2017-1226-special-issue,Canadian Literature,True,"Arts, Literatures, Politics of Vancouver, Art and resistance, Art and the archive, Art in neoliberal gentrification, Art and settler-colonial histories, Decolonization efforts, Avant-garde groups, Contemporary urban space, Politics of architecture, Micro-literary histories, Transnational considerations"
2017-1194-funny-in,Studies in American Humor,True,"Graphic humor, Periodicals, Sequential storytelling, Humor comics, Funny animal comics, Carl Barks, George Herriman, Krazy Kat, Gilbert Shelton, Fat Freddy’s Cat, Fawcett, Hoppy the Marvel Bunny, Teen humor, Archie, Junior, Patsy Walker, Underground comix, Peter Bagge, Evan Dorkin, Roberta Gregory, Tony Millionaire, Michael Kupperman, Lynda Barry, Ryan Browne, Vanessa Davis, R. Sikoryak, Webcomics, MAD, Cracked, Crazy, National Lampoon, Camp"
2017-1184-ethos-journal,"Ethos: A Digital Review of the Arts, Humanities, and Public Ethics",True,"arts, humanities, public ethics, Anthropocene, cultural criticism, social and political concern"
2017-1180-on-dramatic,Journal of Dramatic Theory and Criticism,True,"dramatic theory, theatrical practice, performance, theatre studies, cultural theory, political theory"
2017-1173-special-issue,The Victorian Review,True,"Trans Representation, Victorian Literature, Gender Diversity in Colonial Contexts, Trans and Sex Crimes, Trans and Medicine, Trans and Law, Trans and Religion, Cross-Dressing as Theatrical Performance, Trans Celebrity, Trans Legends"
